14,74,96,40
30,74,96,40
47,74,96,40
63,74,96,38
79,74,96,37
95,74,96,36
111,74,96,34
127,74,96,33
143,74,96,32
159,74,96,31
175,74,96,29
191,74,96,29
208,74,96,28
224,74,96,27
240,74,96,27
256,74,96,26
272,74,96,26
288,74,96,26
304,74,96,25
320,74,96,25
336,74,96,27
352,74,96,32
368,74,96,40
385,74,96,49
401,74,96,58
417,74,96,67
433,74,96,74
449,74,96,76
465,74,97,74
481,74,97,70
497,74,97,65
513,74,97,61
529,74,97,57
546,74,97,53
562,74,97,50
578,74,97,46
594,74,97,44
610,74,97,42
626,74,97,41
642,74,97,40
658,74,97,41
674,74,97,42
690,74,97,43
706,74,97,43
722,74,97,43
738,74,97,43
755,74,97,43
771,74,97,42
787,74,97,41
803,74,97,40
819,74,97,38
835,74,97,36
851,74,97,35
867,74,97,33
883,74,97,32
899,74,97,30
915,74,97,29
932,74,97,28
948,74,97,27
964,74,97,27
980,74,97,26
996,74,97,26
1012,74,97,26
1028,74,97,25
1044,74,97,25
1060,74,97,25
1076,74,97,25
1092,74,97,27
1109,74,97,34
1125,74,97,42
1141,74,97,52
1157,74,97,62
1173,74,97,62
1189,74,97,70
1205,74,97,76
1221,74,97,76
1237,73,97,73
1254,73,97,69
1270,73,97,64
1286,73,97,59
1302,73,97,55
1318,73,97,51
1334,73,97,48
1350,73,97,45
1366,73,97,42
1382,73,97,41
1398,73,97,40
1414,73,97,40
1431,73,97,40
1447,73,97,41
1463,73,97,42
1479,73,97,42
1495,73,97,42
1511,73,97,42
1527,73,97,40
1543,73,97,40
1559,73,97,38
1575,73,97,37
1592,73,97,35
1608,73,97,34
1624,73,97,34
1640,73,97,32
1656,73,97,31
1672,73,97,30
1688,73,97,29
1704,73,97,28
1720,73,97,27
1736,73,97,26
1752,73,97,26
1769,73,97,25
1785,73,97,25
1801,73,97,25
1817,73,97,25
1833,73,97,25
1849,73,97,29
1865,73,97,36
1881,73,97,44
1897,73,97,54
1913,73,97,63
1929,73,97,71
1946,73,97,75
1962,73,97,74
1978,73,97,71
1994,72,96,67
2010,72,96,62
2026,72,96,58
2042,72,96,54
2058,72,96,54
2074,72,96,50
2090,72,96,47
2106,72,96,44
2123,72,96,42
2139,72,96,40
2155,72,96,40
2171,72,96,40
2187,72,96,41
2203,72,96,42
2219,72,96,43
2235,72,96,43
2252,72,96,43
2268,72,96,42
2284,72,96,41
2300,72,96,40
2316,72,96,39
2332,72,96,37
2348,72,96,36
2364,72,96,34
2380,72,96,33
2396,72,96,31
2413,72,96,30
2429,72,96,29
2445,72,96,28
2461,72,96,28
2477,72,96,27
2493,72,96,26
2509,72,96,26
2525,72,96,26
2541,72,96,29
2557,72,96,36
2574,72,96,44
2590,72,96,53
2606,72,96,63
2622,72,96,71
2638,72,96,76
2654,72,96,77
2670,72,96,75
2686,72,96,71
2702,72,96,67
2718,72,96,63
2735,72,96,59
2751,72,96,55
2767,72,96,52
2783,72,96,49
2799,72,96,46
2815,72,96,44
2831,72,96,43
2847,72,96,43
2863,72,96,43
2879,72,96,44
2896,72,96,45
2912,72,96,45
2928,72,96,45
2944,72,96,45
2960,72,96,45
2976,72,96,43
2992,72,96,41
3008,72,96,40
3024,72,96,39
3040,72,96,37
3057,72,96,35
3073,72,96,33
3089,72,96,32
3105,72,96,30
3121,72,96,29
3137,72,96,28
3153,72,96,27
3169,72,96,26
3185,72,96,26
3201,72,96,27
3217,72,96,32
3234,72,96,40
3250,72,96,49
3266,72,96,58
3282,72,96,67
3298,72,96,74
3314,72,96,76
3330,72,96,75
3346,72,96,72
3362,72,96,68
3378,72,96,65
3395,72,96,61
3411,72,96,61
3427,72,96,58
3443,72,96,54
3459,72,96,51
3475,72,96,48
3491,72,96,46
3507,72,96,44
3523,72,96,43
3539,72,96,43
3556,72,96,44
3572,72,96,44
3588,72,96,45
3604,72,96,45
3620,72,96,44
3636,72,96,43
3652,72,96,41
3668,72,96,40
3684,72,96,38
3700,72,96,37
3717,72,96,35
3733,72,96,33
3749,72,96,31
3765,72,96,30
3781,72,96,29
3797,72,96,28
3813,72,96,27
3829,72,96,26
3845,72,96,26
3861,72,96,25
3878,72,96,24
3894,72,96,25
3910,72,96,28
3926,72,96,35
3942,72,96,43
3958,72,96,52
3974,72,96,62
3990,72,96,70
4006,72,96,75
4022,72,96,75
4039,72,96,73
4055,72,96,70
4071,72,96,66
4087,72,96,62
4103,72,96,59
4119,72,96,56
4135,72,96,52
4151,72,96,49
4167,72,96,47
4183,72,96,45
4199,72,96,43
4216,72,96,43
4232,72,96,43
4248,72,96,44
4264,72,96,44
4280,72,96,44
4296,72,96,44
4312,72,96,44
4328,72,96,43
4344,72,96,41
4361,72,96,40
4377,72,96,39
4393,72,96,37
4409,72,96,35
4425,72,96,33
4441,72,96,31
4457,72,96,29
4473,72,96,28
4489,72,96,26
4505,72,96,25
4522,72,96,24
4538,72,96,23
4554,72,96,23
4570,72,96,22
4586,72,96,22
4602,72,96,22
4618,72,96,21
4634,72,96,21
4650,72,96,21
4666,72,96,21
4683,72,96,21
4699,72,96,25
4715,72,96,34
4731,72,96,43
4747,72,96,43
4763,72,96,54
4779,72,96,65
4795,72,96,74
4811,72,96,79
4827,72,96,79
4843,72,96,77
4860,72,96,73
4876,72,96,70
4892,72,96,66
4908,72,96,62
4924,72,96,58
4940,72,96,55
4956,72,96,52
4972,72,96,49
4988,72,96,47
5004,72,96,46
5020,72,96,45
5037,72,96,46
5053,72,96,46
5069,72,96,46
5085,72,96,46
5101,72,96,45
5117,72,96,44
5133,72,96,43
5149,72,96,41
5165,72,96,40
5182,72,96,38
5198,72,96,38
5214,72,96,36
5230,72,96,34
5246,72,96,32
5262,72,96,30
5278,72,96,28
5294,72,96,27
5310,72,96,25
5326,72,96,24
5343,72,96,23
5359,72,96,22
5375,72,96,22
5391,72,96,21
5407,72,96,21
5423,72,96,21
5439,72,96,20
5455,72,96,20
5471,72,96,20
5487,72,96,19
5504,72,96,19
5520,72,96,18
5536,72,96,18
